Item Code,Item Group,Item Name,Description,Standard Selling Rate,Maintain Stock,Default Unit of Measure,HSN/SAC,Grant Commission,Allow Sales,Allow Purchase,Max Discount (%),Default Price List (Item Defaults),Item Tax Template (Taxes)
PDT-309-2S-2,PDT,PDT for Field Cancerization - Bilateral oral lesion 2 -3 sites,"Description:

Indications: Bilateral oral lesion 2 -3 sites
Frequency:   Once a week
Repeat For:  2 weeks
# Sessions:  2","24000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDT-309-MS-3,PDT,"PDT for Field Cancerization - Severe case, multi-site, multiple sessions","Description:

Indications: Severe case, multi-site, multiple sessions
Frequency:   Once a week
Repeat For:  2-4 weeks
# Sessions:  2 to 4","36000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDT-309-MS-4,PDT,"PDT for Field Cancerization - Large lesions > 4cm, multiple sites, multiple sessions","Description:

Indications: Large lesions > 4cm, multiple sites, multiple sessions
Frequency:   Once a week
Repeat For:  2-4 weeks
# Sessions:  2 to 4","60000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDT-310-1,PDT,PDT for SMF TRISMUS - Mild,"Description:

Indications: Mild
Frequency:   Once
Repeat For:  None
# Sessions:  1","4800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDT-310-2,PDT,PDT for SMF TRISMUS - Moderate,"Description:

Indications: Moderate
Frequency:   Once a week
Repeat For:  4 weeks
# Sessions:  4","4800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDT-310-3,PDT,PDT for SMF TRISMUS - Severe,"Description:

Indications: Severe
Frequency:   Once a week
Repeat For:  6 weeks
# Sessions:  6","4800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDT-311-2,PBMPDT,Integrated Management of SMF TRISMUS - Moderate,"Description:

Indications: Moderate
Frequency:   PBM twice weekly for 6 weeks
PDT starting 3rd week weekly for 4 weeks
Repeat For:  None
# Sessions:  PBM - 12
PDT - 4","38400",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDT-311-3,PBMPDT,Integrated Management of SMF TRISMUS - Severe,"Description:

Indications: Severe
Frequency:   PBM daily for 2 weeks then twice weekly for 6 weeks
PDT starting 3 rd week weekly for 6 weeks
Repeat For:  None
# Sessions:  PBM - 22
PDT - 6","52800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-501-1,PDTI,"PDT for Oral Candidiasis - Mild, single site and single session","Description:

Indications: Mild, single site and single session
Frequency:   Once a week
Repeat For:  1-2 weeks
# Sessions:  1 to 2","9600",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-501-2,PDTI,"PDT for Oral Candidiasis - Moderate, needs longer duration per session, 2 sites","Description:

Indications: Moderate, needs longer duration per session, 2 sites
Frequency:   Once a week
Repeat For:  1-2 weeks
# Sessions:  1 to 2","14400",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-501-3,PDTI,"PDT for Oral Candidiasis - Severe, needs longer duration, multiple sites","Description:

Indications: Severe, needs longer duration, multiple sites
Frequency:   Once a week
Repeat For:  2-4 weeks
# Sessions:  2 to 4","18000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-502-1,PDTI,"PDT for Palliative Pain Management in Oral Cancer - Mild pain, local tumor site.","Description:

Indications: Mild pain, local tumor site.
Frequency:   Once
Repeat For:  None
# Sessions:  1","4800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-502-2,PDTI,PDT for Palliative Pain Management in Oral Cancer - Moderate pain,"Description:

Indications: Moderate pain
Frequency:   Once
Repeat For:  None
# Sessions:  1","9600",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-502-3,PDTI,"PDT for Palliative Pain Management in Oral Cancer - Severe pain, large tumor burden, multiple applications","Description:

Indications: Severe pain, large tumor burden, multiple applications
Frequency:   Once
Repeat For:  None
# Sessions:  1","14400",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-503-1,PDTI,PDT for Actinic Cheilitis - 1 site,"Description:

Indications: 1 site
Frequency:   Once a week
Repeat For:  4-6 weeks
# Sessions:  4 to 6","9600",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-503-2,PDTI,PDT for Actinic Cheilitis - 2 -3 sites,"Description:

Indications: 2 -3 sites
Frequency:   Once a week
Repeat For:  4-6 weeks
# Sessions:  4 to 6","16800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-503-3,PDTI,"PDT for Actinic Cheilitis - Multiple, both lips","Description:

Indications: Multiple, both lips
Frequency:   Once a week
Repeat For:  4-6 weeks
# Sessions:  4 to 6","24000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-504-1S,PDTI,PDT for Oral Verrucae - 1 site,"Description:

Indications: 1 site
Frequency:   Once
Repeat For:  None
# Sessions:  1","9600",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-504-2S,PDTI,PDT for Oral Verrucae - 2-3 sites,"Description:

Indications: 2-3 sites
Frequency:   Once a week
repeat if needed
Repeat For:  2 weeks
# Sessions:  2","16800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-504-MS,PDTI,PDT for Oral Verrucae - Multiple,"Description:

Indications: Multiple
Frequency:   Once a week
repeat if needed
Repeat For:  2-4 weeks
# Sessions:  2 to 4","24000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-505-1,PDTI,PDT for Gingival Hyperplasia - Mild ,"Description:

Indications: Mild 
Frequency:   Once
Repeat For:  None
# Sessions:  1","9600",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-505-2,PDTI,PDT for Gingival Hyperplasia - Moderate,"Description:

Indications: Moderate
Frequency:   Once a week
repeat if needed
Repeat For:  1-2 weeks
# Sessions:  1 to 2","16800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-505-3,PDTI,PDT for Gingival Hyperplasia - Severe,"Description:

Indications: Severe
Frequency:   Once a week
repeat if needed
Repeat For:  2-4 weeks
# Sessions:  2 to 4","24000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-506-1S,PDTI,"PDT for Peri-Implantitis - Inflammation and infection around dental implants, 1 site","Description:

Indications: Inflammation and infection around dental implants, 1 site
Frequency:   Once
Repeat For:  None
# Sessions:  1","14400",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PDTI-505-MS,PDTI,"PDT for Peri-Implantitis - Inflammation and infection around dental implants, multi-site","Description:

Indications: Inflammation and infection around dental implants, multi-site
Frequency:   Once a week
repeat if needed
Repeat For:  2-4 weeks
# Sessions:  2 to 4","36000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-601-1,PS,Laser Vapourisation of PML/ Benign lesions - Grade 1 Lesion <1 cm,"Description:

Indications: Grade 1 Lesion <1 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","7200",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-601-2,PS,Laser Vapourisation of PML/ Benign lesions - Grade 2 Lesion 1-2 cm,"Description:

Indications: Grade 2 Lesion 1-2 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","10800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-601-3,PS,Laser Vapourisation of PML/ Benign lesions - Grade 3 lesion 2-4 cm,"Description:

Indications: Grade 3 lesion 2-4 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","19200",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-601-4,PS,Laser Vapourisation of PML/ Benign lesions - Grade 4 Mulitple lesion <2 cm,"Description:

Indications: Grade 4 Mulitple lesion <2 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","28800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-601-5,PS,Laser Vapourisation of PML/ Benign lesions - Grade 5 Muliple lesion of various size,"Description:

Indications: Grade 5 Muliple lesion of various size
Frequency:   Once
Repeat For:  None
# Sessions:  1","38400",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-602-1,PS,Electro Vapourisation of PML/ Benign lesions - Grade 1 Lesion <1 cm,"Description:

Indications: Grade 1 Lesion <1 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","7200",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-602-2,PS,Electro Vapourisation of PML/ Benign lesions - Grade 2 Lesion 1-2 cm,"Description:

Indications: Grade 2 Lesion 1-2 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","10800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-602-3,PS,Electro Vapourisation of PML/ Benign lesions - Grade 3 lesion 2-4 cm,"Description:

Indications: Grade 3 lesion 2-4 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","19200",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-602-4,PS,Electro Vapourisation of PML/ Benign lesions - Grade 4 Mulitple lesion <2 cm,"Description:

Indications: Grade 4 Mulitple lesion <2 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","28800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-602-5,PS,Electro Vapourisation of PML/ Benign lesions - Grade 5 Muliple lesion of various size,"Description:

Indications: Grade 5 Muliple lesion of various size
Frequency:   Once
Repeat For:  None
# Sessions:  1","38400",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-603-1,PS,PLASMA Vapourisation of PML/ Benign lesions - Grade 1 Lesion <1 cm,"Description:

Indications: Grade 1 Lesion <1 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","7200",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-603-2,PS,PLASMA Vapourisation of PML/ Benign lesions - Grade 2 Lesion 1-2 cm,"Description:

Indications: Grade 2 Lesion 1-2 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","10800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-603-3,PS,PLASMA Vapourisation of PML/ Benign lesions - Grade 3 lesion 2-4 cm,"Description:

Indications: Grade 3 lesion 2-4 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","19200",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-603-4,PS,PLASMA Vapourisation of PML/ Benign lesions - Grade 4 Mulitple lesion <2 cm,"Description:

Indications: Grade 4 Mulitple lesion <2 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","28800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-603-5,PS,PLASMA Vapourisation of PML/ Benign lesions - Grade 5 Muliple lesion of various size,"Description:

Indications: Grade 5 Muliple lesion of various size
Frequency:   Once
Repeat For:  None
# Sessions:  1","38400",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-604-1,PS,Photo - Fibrotomy - Grade 1 minor band unilateral,"Description:

Indications: Grade 1 minor band unilateral
Frequency:   Once
Repeat For:  None
# Sessions:  1","3600",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-604-2,PS,Photo - Fibrotomy - Grade 2 minor bands bilateral or mulitple,"Description:

Indications: Grade 2 minor bands bilateral or mulitple
Frequency:   Once
Repeat For:  None
# Sessions:  1","6000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-604-3,PS,Photo - Fibrotomy - Grade 3 major bands unilateral,"Description:

Indications: Grade 3 major bands unilateral
Frequency:   Once
Repeat For:  None
# Sessions:  1","9600",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-604-4,PS,Photo - Fibrotomy - Grade 4 major bands bilateral,"Description:

Indications: Grade 4 major bands bilateral
Frequency:   Once a week
repeat if needed
Repeat For:  1-2 weeks
# Sessions:  1 to 2","16800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-604-5,PS,Photo - Fibrotomy - Grade 5 major bands multiple,"Description:

Indications: Grade 5 major bands multiple
Frequency:   Once a week
repeat if needed
Repeat For:  2-4 weeks
# Sessions:  2 to 4","24000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-605-1,PS,Laser Excision of Benign/PML lesion - Grade 1 <1 cm,"Description:

Indications: Grade 1 <1 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","7200",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-605-2,PS,Laser Excision of Benign/PML lesion - Grade 2 lesion 1-2 cm,"Description:

Indications: Grade 2 lesion 1-2 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","10800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-605-3,PS,Laser Excision of Benign/PML lesion - Grade 3 Multiple lesion <1 cm,"Description:

Indications: Grade 3 Multiple lesion <1 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","19200",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-605-4,PS,"Laser Excision of Benign/PML lesion - Grade 4  lesion 2- 4 cm, multiple sessions","Description:

Indications: Grade 4  lesion 2- 4 cm, multiple sessions
Frequency:   Once a week
repeat if needed
Repeat For:  1-2 weeks
# Sessions:  1 to 2","28800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-605-5,PS,"Laser Excision of Benign/PML lesion - Grade 5 Multiple lesion varied size, multiple sessions","Description:

Indications: Grade 5 Multiple lesion varied size, multiple sessions
Frequency:   Once a week
repeat if needed
Repeat For:  2-4 weeks
# Sessions:  2 to 4","38400",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-606-1,PS,Electro Excision of Benign/PML lesion - Grade 1 <1 cm,"Description:

Indications: Grade 1 <1 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","7200",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-606-2,PS,Electro Excision of Benign/PML lesion - Grade 2 lesion 1-2 cm,"Description:

Indications: Grade 2 lesion 1-2 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","10800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-606-3,PS,Electro Excision of Benign/PML lesion - Grade 3 Multiple lesion <1 cm,"Description:

Indications: Grade 3 Multiple lesion <1 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","19200",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-606-4,PS,"Electro Excision of Benign/PML lesion - Grade 4  lesion 2- 4 cm, multiple sessions","Description:

Indications: Grade 4  lesion 2- 4 cm, multiple sessions
Frequency:   Once a week
repeat if needed
Repeat For:  1-2 weeks
# Sessions:  1 to 2","28800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-606-5,PS,"Electro Excision of Benign/PML lesion - Grade 5 Multiple lesion varied size, multiple sessions","Description:

Indications: Grade 5 Multiple lesion varied size, multiple sessions
Frequency:   Once a week
repeat if needed
Repeat For:  2-4 weeks
# Sessions:  2 to 4","38400",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-607-1,PS,Plasma Excision of Benign/PML lesion - Grade 1 <1 cm,"Description:

Indications: Grade 1 <1 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","7200",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-607-2,PS,Plasma Excision of Benign/PML lesion - Grade 2 lesion 1-2 cm,"Description:

Indications: Grade 2 lesion 1-2 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","10800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-607-3,PS,Plasma Excision of Benign/PML lesion - Grade 3 Multiple lesion <1 cm,"Description:

Indications: Grade 3 Multiple lesion <1 cm
Frequency:   Once
Repeat For:  None
# Sessions:  1","19200",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-607-4,PS,"Plasma Excision of Benign/PML lesion - Grade 4  lesion 2- 4 cm, multiple sessions","Description:

Indications: Grade 4  lesion 2- 4 cm, multiple sessions
Frequency:   Once a week
repeat if needed
Repeat For:  1-2 weeks
# Sessions:  1 to 2","28800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-607-5,PS,"Plasma Excision of Benign/PML lesion - Grade 5 Multiple lesion varied size, multiple sessions","Description:

Indications: Grade 5 Multiple lesion varied size, multiple sessions
Frequency:   Once a week
repeat if needed
Repeat For:  2-4 weeks
# Sessions:  2 to 4","38400",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-608-1,PS,Photo Wide Local Excision of Malignant Lesion/ Soft tissue Lesion - WLE Small,"Description:

Indications: WLE Small
Frequency:   Once
Repeat For:  None
# Sessions:  1","14400",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-608-2,PS,Photo Wide Local Excision of Malignant Lesion/ Soft tissue Lesion - WLE intermediate,"Description:

Indications: WLE intermediate
Frequency:   Once
Repeat For:  None
# Sessions:  1","21600",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-608-3,PS,Photo Wide Local Excision of Malignant Lesion/ Soft tissue Lesion - WLE LARGE,"Description:

Indications: WLE LARGE
Frequency:   Once
Repeat For:  None
# Sessions:  1","38400",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-609-1,PS,Laser Photo biopsy - Small,"Description:

Indications: Small
Frequency:   Once
Repeat For:  None
# Sessions:  1","3840",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-609-2,PS,Laser Photo biopsy - Medium,"Description:

Indications: Medium
Frequency:   Once
Repeat For:  None
# Sessions:  1","4800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-609-3,PS,Laser Photo biopsy - Large,"Description:

Indications: Large
Frequency:   Once
Repeat For:  None
# Sessions:  1","5760",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-610-1,PS,Electro Photo biopsy - Small,"Description:

Indications: Small
Frequency:   Once
Repeat For:  None
# Sessions:  1","3840",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-610-2,PS,Electro Photo biopsy - Medium,"Description:

Indications: Medium
Frequency:   Once
Repeat For:  None
# Sessions:  1","4800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-610-3,PS,Electro Photo biopsy - Large,"Description:

Indications: Large
Frequency:   Once
Repeat For:  None
# Sessions:  1","5760",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-611-1,PS,Knife Photo biopsy - Small,"Description:

Indications: Small
Frequency:   Once
Repeat For:  None
# Sessions:  1","3840",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-611-2,PS,Knife Photo biopsy - Medium,"Description:

Indications: Medium
Frequency:   Once
Repeat For:  None
# Sessions:  1","4800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
PS-611-3,PS,Knife Photo biopsy - Large,"Description:

Indications: Large
Frequency:   Once
Repeat For:  None
# Sessions:  1","5760",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-701-1,Dental,ORAL CARE PRE/POST OP - Clinic PREP fee per visit,"Description:

Indications: Clinic PREP fee per visit
Frequency:   Once
Repeat For:  None
# Sessions:  1",₹600,0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-701-2,Dental,ORAL CARE PRE/POST OP - ORAL Post-operative syringing & suction H2O2 and betadine treatment-oral care.,"Description:

Indications: ORAL Post-operative syringing & suction H2O2 and betadine treatment-oral care.
Frequency:   Once
Repeat For:  None
# Sessions:  1","1200",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-701-3,Dental,ORAL CARE PRE/POST OP - Oral Full mouth polishing,"Description:

Indications: Oral Full mouth polishing
Frequency:   Once
Repeat For:  None
# Sessions:  1","1580",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-701-4,Dental,ORAL CARE PRE/POST OP - Oral Filing for sharp teeth each unit,"Description:

Indications: Oral Filing for sharp teeth each unit
Frequency:   Once
Repeat For:  None
# Sessions:  1",₹830,0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-701-5,Dental,ORAL CARE PRE/POST OP - Fluoride Treatment before and after Radiotherapy,"Description:

Indications: Fluoride Treatment before and after Radiotherapy
Frequency:   Once
Repeat For:  None
# Sessions:  1","2500",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-701-6,Dental,ORAL CARE PRE/POST OP - Root Planning (Per Quadrant),"Description:

Indications: Root Planning (Per Quadrant)
Frequency:   Once
Repeat For:  None
# Sessions:  1","8400",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-701-7,Dental,ORAL CARE PRE/POST OP - Oral Packing Class 1,"Description:

Indications: Oral Packing Class 1
Frequency:   Once
Repeat For:  None
# Sessions:  1","1580",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-701-8,Dental,ORAL CARE PRE/POST OP - Oral Packing Class 2,"Description:

Indications: Oral Packing Class 2
Frequency:   Once
Repeat For:  None
# Sessions:  1","2630",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-701-9,Dental,ORAL CARE PRE/POST OP - Oral Packing Class 3,"Description:

Indications: Oral Packing Class 3
Frequency:   Once
Repeat For:  None
# Sessions:  1","3680",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-701-10,Dental,ORAL CARE PRE/POST OP - Oral Minor Procedures,"Description:

Indications: Oral Minor Procedures
Frequency:   Once
Repeat For:  None
# Sessions:  1","1500",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-701-11,Dental,ORAL CARE PRE/POST OP - Oral Minor excisions,"Description:

Indications: Oral Minor excisions
Frequency:   Once
Repeat For:  None
# Sessions:  1","6200",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-702-1,Dental,ORAL PROPHYLAXIS - PRE or Postoperative/RT Dental Care I,"Description:

Indications: PRE or Postoperative/RT Dental Care I
Frequency:   Once
Repeat For:  None
# Sessions:  1","2630",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-702-2,Dental,ORAL PROPHYLAXIS - Pre or postoperative /RT Dental Care II,"Description:

Indications: Pre or postoperative /RT Dental Care II
Frequency:   Once
Repeat For:  None
# Sessions:  1","4200",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-702-3,Dental,ORAL PROPHYLAXIS - Pre or postoperative /RT Dental Care III,"Description:

Indications: Pre or postoperative /RT Dental Care III
Frequency:   Once
Repeat For:  None
# Sessions:  1","6300",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-703-1,Dental,ORAL REHABILITATION - Removal Partial Denture plate,"Description:

Indications: Removal Partial Denture plate
Frequency:   Once
Repeat For:  None
# Sessions:  1","2000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-703-2,Dental,ORAL REHABILITATION - Removal partial denture,"Description:

Indications: Removal partial denture
Frequency:   Once
Repeat For:  None
# Sessions:  1","2500",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-703-3,Dental,ORAL REHABILITATION - Complete Denture,"Description:

Indications: Complete Denture
Frequency:   Once
Repeat For:  None
# Sessions:  1","30000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-703-4,Dental,ORAL REHABILITATION - Bite Guard (upper or lower),"Description:

Indications: Bite Guard (upper or lower)
Frequency:   Once
Repeat For:  None
# Sessions:  1","5000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-704-1,Dental,ORAL REHABILITATION - Dental Guide Flange post Hemimandibulectomy G-I,"Description:

Indications: Dental Guide Flange post Hemimandibulectomy G-I
Frequency:   Once
Repeat For:  None
# Sessions:  1","9000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-704-2,Dental,ORAL REHABILITATION - Dental Guide Flange G-II,"Description:

Indications: Dental Guide Flange G-II
Frequency:   Once
Repeat For:  None
# Sessions:  1","12000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-705,Dental,ORAL REHABILITATION - Obturator post operative procedure,"Description:

Indications: Obturator post operative procedure
Frequency:   Once
Repeat For:  None
# Sessions:  1","10000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-706,Dental,ORAL REHABILITATION - Implants – Permanent tooth,"Description:

Indications: Implants – Permanent tooth
Frequency:   Once
Repeat For:  None
# Sessions:  1","48000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-707,Dental,ORAL REHABILITATION - Bridge Crown:- Metallic (Porcelain Fused Metal),"Description:

Indications: Bridge Crown:- Metallic (Porcelain Fused Metal)
Frequency:   Once
Repeat For:  None
# Sessions:  1","6300",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-708-1,Dental,ORAL REHABILITATION - Metal Free Zirconia 5 years,"Description:

Indications: Metal Free Zirconia 5 years
Frequency:   Once
Repeat For:  None
# Sessions:  1","8400",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-708-2,Dental,ORAL REHABILITATION - Metal free Zirconia 10 years,"Description:

Indications: Metal free Zirconia 10 years
Frequency:   Once
Repeat For:  None
# Sessions:  1","12600",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-708-3,Dental,ORAL REHABILITATION - Metal Free Zirconia 15 years,"Description:

Indications: Metal Free Zirconia 15 years
Frequency:   Once
Repeat For:  None
# Sessions:  1","15800",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-709-1,Dental,ORAL REHABILITATION - Root Canal Treatment(RCT) Anterior,"Description:

Indications: Root Canal Treatment(RCT) Anterior
Frequency:   Once
Repeat For:  None
# Sessions:  1","3500",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-709-2,Dental,ORAL REHABILITATION - Root Canal Treatment(RCT) Posterior,"Description:

Indications: Root Canal Treatment(RCT) Posterior
Frequency:   Once
Repeat For:  None
# Sessions:  1","4500",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-710-1,Dental,ORAL REHABILITATION - Zoom Advance Whitening - fulll mouth,"Description:

Indications: Zoom Advance Whitening - fulll mouth
Frequency:   Once
Repeat For:  None
# Sessions:  1","7000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
